  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
13446 13902 10923 app_process64               com.floweq.equalizer        DefaultDispatch u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13909 10923 app_process64               com.floweq.equalizer        VizWebView      u:r:untrusted_app:s0:c155,c259,c512,c768 S< futex_wait_queue_me
13446 13953 10923 app_process64               com.floweq.equalizer        CleanupReferenc u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 13976 10923 app_process64               com.floweq.equalizer        ThreadPoolSingl u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 14028 10923 app_process64               com.floweq.equalizer        CameraAvailabil u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 14079 10923 app_process64               com.floweq.equalizer        binder:13446_4  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
13446 14081 10923 app_process64               com.floweq.equalizer        Chrome_InProcGp u:r:untrusted_app:s0:c155,c259,c512,c768 S< futex_wait_queue_me
13446 14104 10923 app_process64               com.floweq.equalizer        Chrome_ChildIOT u:r:untrusted_app:s0:c155,c259,c512,c768 S< do_epoll_wait
13446 14116 10923 app_process64               com.floweq.equalizer        JavaBridge      u:r:untrusted_app:s0:c155,c259,c512,c768 S do_epoll_wait
13446 14171 10923 app_process64               com.floweq.equalizer        ThreadPoolForeg u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 14175 10923 app_process64               com.floweq.equalizer        ThreadPoolSingl u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 14876 10923 app_process64               com.floweq.equalizer        pool-10-thread- u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 14893 10923 app_process64               com.floweq.equalizer        OkHttp Connecti u:r:untrusted_app:s0:c155,c259,c512,c768 S futex_wait_queue_me
13446 15222 10923 app_process64               com.floweq.equalizer        binder:13446_5  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
13446 16768 10923 app_process64               com.floweq.equalizer        binder:13446_6  u:r:untrusted_app:s0:c155,c259,c512,c768 S binder_thread_read
14061 14061 10707 app_process64               com.google.android.apps.maps droid.apps.maps u:r:untrusted_app:s0:c195,c258,c512,c768 S do_epoll_wait
14061 14137 10707 app_process64               com.google.android.apps.maps Signal Catcher u:r:untrusted_app:s0:c195,c258,c512,c768 S< do_sigtimedwait
14061 14138 10707 app_process64               com.google.android.apps.maps perfetto_hprof_ u:r:untrusted_app:s0:c195,c258,c512,c768 S< pipe_read
14061 14139 10707 app_process64               com.google.android.apps.maps ADB-JDWP Connec u:r:untrusted_app:s0:c195,c258,c512,c768 S< do_sys_poll
14061 14157 10707 app_process64               com.google.android.apps.maps Jit thread pool u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14158 10707 app_process64               com.google.android.apps.maps HeapTaskDaemon u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14159 10707 app_process64               com.google.android.apps.maps ReferenceQueueD u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14160 10707 app_process64               com.google.android.apps.maps FinalizerDaemon u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14161 10707 app_process64               com.google.android.apps.maps FinalizerWatchd u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14162 10707 app_process64               com.google.android.apps.maps binder:14061_1 u:r:untrusted_app:s0:c195,c258,c512,c768 S binder_thread_read
14061 14165 10707 app_process64               com.google.android.apps.maps binder:14061_2 u:r:untrusted_app:s0:c195,c258,c512,c768 S binder_thread_read
14061 14170 10707 app_process64               com.google.android.apps.maps Profile Saver  u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14185 10707 app_process64               com.google.android.apps.maps Blocking Thread u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 14187 10707 app_process64               com.google.android.apps.maps GoogleApiHandle u:r:untrusted_app:s0:c195,c258,c512,c768 SN do_epoll_wait
14061 14192 10707 app_process64               com.google.android.apps.maps Scheduler      u:r:untrusted_app:s0:c195,c258,c512,c768 S futex_wait_queue_me
14061 14193 10707 app_process64               com.google.android.apps.maps Primes-nativecr u:r:untrusted_app:s0:c195,c258,c512,c768 S< futex_wait_queue_me
14061 14194 10707 app_process64               com.google.android.apps.maps ProcessStablePh u:r:untrusted_app:s0:c195,c258,c512,c768 S futex_wait_queue_me
14061 14238 10707 app_process64               com.google.android.apps.maps queued-work-loo u:r:untrusted_app:s0:c195,c258,c512,c768 S< do_epoll_wait
14061 14239 10707 app_process64               com.google.android.apps.maps GmsDynamite    u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 15223 10707 app_process64               com.google.android.apps.maps binder:14061_3 u:r:untrusted_app:s0:c195,c258,c512,c768 S binder_thread_read
14061 15305 10707 app_process64               com.google.android.apps.maps Sensors        u:r:untrusted_app:s0:c195,c258,c512,c768 SN do_epoll_wait
14061 15427 10707 app_process64               com.google.android.apps.maps glide-active-re u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 15441 10707 app_process64               com.google.android.apps.maps ConnectivityThr u:r:untrusted_app:s0:c195,c258,c512,c768 S do_epoll_wait
14061 15518 10707 app_process64               com.google.android.apps.maps OfflineManage  u:r:untrusted_app:s0:c195,c258,c512,c768 SN futex_wait_queue_me
14061 15549 10707 app_process64               com.google.android.apps.maps DG             u:r:untrusted_app:s0:c195,c258,c512,c768 S do_epoll_wait
14061 16054 10707 app_process64               com.google.android.apps.maps android.bg     u:r:untrusted_app:s0:c195,c258,c512,c768 SN do_epoll_wait
14061 16212 10707 app_process64               com.google.android.apps.maps binder:14061_4 u:r:untrusted_app:s0:c195,c258,c512,c768 S binder_thread_read
14061 17855 10707 app_process64               com.google.android.apps.maps binder:14061_5 u:r:untrusted_app:s0:c195,c258,c512,c768 S binder_thread_read
14311 14311 10690 app_process64               com.google.android.projection.gearhead:car on.gearhead:car u:r:priv_app:s0:c512,c768 S do_epoll_wait
14311 14379 10690 app_process64               com.google.android.projection.gearhead:car Signal Catcher u:r:priv_app:s0:c512,c768 S< do_sigtimedwait
14311 14388 10690 app_process64               com.google.android.projection.gearhead:car perfetto_hprof_ u:r:priv_app:s0:c512,c768 S< pipe_read
14311 14389 10690 app_process64               com.google.android.projection.gearhead:car ADB-JDWP Connec u:r:priv_app:s0:c512,c768 S< do_sys_poll
14311 14441 10690 app_process64               com.google.android.projection.gearhead:car Jit thread pool u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14442 10690 app_process64               com.google.android.projection.gearhead:car HeapTaskDaemon u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14444 10690 app_process64               com.google.android.projection.gearhead:car ReferenceQueueD u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14446 10690 app_process64               com.google.android.projection.gearhead:car FinalizerDaemon u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14448 10690 app_process64               com.google.android.projection.gearhead:car FinalizerWatchd u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14450 10690 app_process64               com.google.android.projection.gearhead:car binder:14311_1 u:r:priv_app:s0:c512,c768 S binder_thread_read
14311 14455 10690 app_process64               com.google.android.projection.gearhead:car binder:14311_2 u:r:priv_app:s0:c512,c768 S binder_thread_read
14311 14462 10690 app_process64               com.google.android.projection.gearhead:car binder:14311_3 u:r:priv_app:s0:c512,c768 S binder_thread_read
14311 14473 10690 app_process64               com.google.android.projection.gearhead:car Profile Saver u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14506 10690 app_process64               com.google.android.projection.gearhead:car pool-3-thread-1 u:r:priv_app:s0:c512,c768 S futex_wait_queue_me
14311 14509 10690 app_process64               com.google.android.projection.gearhead:car Primes-1 u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14511 10690 app_process64               com.google.android.projection.gearhead:car GoogleApiHandle u:r:priv_app:s0:c512,c768 SN do_epoll_wait
14311 14517 10690 app_process64               com.google.android.projection.gearhead:car pool-4-thread-1 u:r:priv_app:s0:c512,c768 S futex_wait_queue_me
14311 14527 10690 app_process64               com.google.android.projection.gearhead:car pool-4-thread-2 u:r:priv_app:s0:c512,c768 S futex_wait_queue_me
14311 14529 10690 app_process64               com.google.android.projection.gearhead:car DisconnectMonit u:r:priv_app:s0:c512,c768 S do_epoll_wait
14311 14530 10690 app_process64               com.google.android.projection.gearhead:car CarService u:r:priv_app:s0:c512,c768 S do_epoll_wait
14311 14540 10690 app_process64               com.google.android.projection.gearhead:car queued-work-loo u:r:priv_app:s0:c512,c768 S< do_epoll_wait
14311 14769 10690 app_process64               com.google.android.projection.gearhead:car GmsDynamite u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 14888 10690 app_process64               com.google.android.projection.gearhead:car Primes-2 u:r:priv_app:s0:c512,c768 SN futex_wait_queue_me
14311 15229 10690 app_process64               com.google.android.projection.gearhead:car binder:14311_4 u:r:priv_app:s0:c512,c768 S binder_thread_read
14311 16220 10690 app_process64               com.google.android.projection.gearhead:car binder:14311_5 u:r:priv_app:s0:c512,c768 S binder_thread_read
14423 14423 10648 app_process64               com.google.android.gm       ogle.android.gm u:r:untrusted_app:s0:c136,c258,c512,c768 S do_epoll_wait
14423 15252 10648 app_process64               com.google.android.gm       Signal Catcher  u:r:untrusted_app:s0:c136,c258,c512,c768 S< do_sigtimedwait
14423 15253 10648 app_process64               com.google.android.gm       perfetto_hprof_ u:r:untrusted_app:s0:c136,c258,c512,c768 S< pipe_read
14423 15254 10648 app_process64               com.google.android.gm       ADB-JDWP Connec u:r:untrusted_app:s0:c136,c258,c512,c768 S< do_sys_poll
14423 15256 10648 app_process64               com.google.android.gm       Jit thread pool u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15257 10648 app_process64               com.google.android.gm       HeapTaskDaemon  u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15258 10648 app_process64               com.google.android.gm       ReferenceQueueD u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15259 10648 app_process64               com.google.android.gm       FinalizerDaemon u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15260 10648 app_process64               com.google.android.gm       FinalizerWatchd u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15261 10648 app_process64               com.google.android.gm       binder:14423_1  u:r:untrusted_app:s0:c136,c258,c512,c768 S binder_thread_read
14423 15262 10648 app_process64               com.google.android.gm       binder:14423_2  u:r:untrusted_app:s0:c136,c258,c512,c768 S binder_thread_read
14423 15263 10648 app_process64               com.google.android.gm       binder:14423_3  u:r:untrusted_app:s0:c136,c258,c512,c768 S binder_thread_read
14423 15265 10648 app_process64               com.google.android.gm       Profile Saver   u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15267 10648 app_process64               com.google.android.gm       android.bg      u:r:untrusted_app:s0:c136,c258,c512,c768 SN do_epoll_wait
14423 15269 10648 app_process64               com.google.android.gm       queued-work-loo u:r:untrusted_app:s0:c136,c258,c512,c768 S< do_epoll_wait
14423 15271 10648 app_process64               com.google.android.gm       Blocking Thread u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15272 10648 app_process64               com.google.android.gm       Blocking Thread u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15273 10648 app_process64               com.google.android.gm       Blocking Thread u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15274 10648 app_process64               com.google.android.gm       Blocking Thread u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15275 10648 app_process64               com.google.android.gm       GoogleApiHandle u:r:untrusted_app:s0:c136,c258,c512,c768 SN do_epoll_wait
14423 15276 10648 app_process64               com.google.android.gm       Lite Thread #0  u:r:untrusted_app:s0:c136,c258,c512,c768 S do_epoll_wait
14423 15277 10648 app_process64               com.google.android.gm       BG Thread #0    u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15278 10648 app_process64               com.google.android.gm       BG Thread #1    u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15279 10648 app_process64               com.google.android.gm       BG Thread #2    u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15280 10648 app_process64               com.google.android.gm       Primes-1        u:r:untrusted_app:s0:c136,c258,c512,c768 SN futex_wait_queue_me
14423 15281 10648 app_process64               com.google.android.gm       Primes-nativecr u:r:untrusted_app:s0:c136,c258,c512,c768 S< futex_wait_queue_me
14423 15282 10648 app_process64               com.google.android.gm       Lite Thread #0  u:r:untrusted_app:s0:c136,c258,c512,c768 S futex_wait_queue_me
14423 15283 10648 app_process64               com.google.android.gm       Scheduler Threa u:r:untrusted_app:s0:c136,c258,c512,c768 S futex_wait_queue_me
